carat,price
0.71,2801
0.71,2801
0.71,2801
0.71,2801
1.04,2801
1,2801
0.87,2802
0.53,2802
0.72,2802
0.72,2802
0.7,2803
0.74,2803
0.71,2803
0.73,2803
0.7,2803
0.71,2803
0.71,2803
0.71,2803
0.77,2803
0.71,2803
0.78,2803
0.71,2803
0.91,2803
0.71,2804
0.71,2804
0.8,2804
0.7,2804
0.72,2804
0.72,2804
0.82,2804
0.7,2804
0.72,2804
0.72,2804
0.9,2804
0.74,2805
0.74,2805
0.73,2805
0.57,2805
0.73,2805
0.72,2805
0.74,2805
0.82,2805
0.81,2806
0.75,2806
0.7,2806
0.71,2807
0.71,2807
0.93,2807
0.8,2808
0.7,2808
1,2808
0.75,2808
0.58,2808
0.73,2808
0.81,2809
0.81,2809
0.71,2809
1.2,2809
0.7,2810
0.7,2810
0.74,2810
0.7,2810
0.8,2810
0.75,2811
0.83,2811
1,2811
0.99,2811
0.7,2812
0.7,2812
0.7,2812
0.7,2812
0.32,554
0.32,554
0.32,554
0.32,554
0.32,554
0.32,554
0.3,554
0.3,554
0.3,554
0.3,554
0.3,554
0.3,554
0.3,554
0.32,554
0.33,554
0.29,555
0.29,555
0.31,555
0.34,555
0.34,555
0.34,555
0.34,555
0.3,555
0.29,555
0.35,555
0.43,555
0.32,556
0.36,556
0.3,556
0.26,556
0.7,2812
0.7,2812
0.71,2812
0.99,2812
0.73,2812
0.51,2812
0.91,2813
0.84,2813
0.91,2813
0.76,2814
0.76,2814
0.75,2814
0.55,2815
0.76,2815
0.74,2815
0.7,2815
0.7,2815
0.7,2815
0.7,2815
0.9,2815
0.95,2815
0.89,2815
0.72,2815
0.96,2815
1.02,2815
0.78,2816
0.61,2816
0.71,2816
0.78,2816
0.87,2816
0.83,2816
0.71,2817
0.71,2817
0.71,2817
0.71,2817
0.63,2817
0.71,2817
0.71,2817
0.71,2817
0.71,2817
0.9,2817
0.71,2817
0.7,2818
0.7,2818
0.7,2818
1,2818
0.86,2818
0.8,2818
0.7,2818
0.7,2818
0.7,2818
0.7,2818
1,2818
0.72,2819
0.72,2819
0.7,2819
0.86,2819
0.71,2820
0.75,2821
0.73,2821
0.53,2821
0.73,2821
0.73,2821
0.73,2821
0.73,2821
0.73,2821
0.73,2821
0.7,2822
0.72,2822
0.72,2822
0.72,2822
0.7,2822
0.6,2822
0.74,2822
0.73,2822
0.71,2822
0.71,2822
0.7,2822
0.7,2822
0.9,2822
0.71,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.7,2822
0.79,2823
0.9,2823
0.71,2823
0.61,2823
0.9,2823
0.71,2823
0.71,2824
0.77,2824
0.74,2824
0.82,2824
0.82,2824
0.71,2825
0.83,2825
0.73,2825
0.83,2825
1.17,2825
0.91,2825
0.73,2826
0.7,2826
0.9,2826
0.7,2826
0.7,2826
0.7,2826
0.9,2826
0.78,2826
0.96,2826
0.7,2827
0.72,2827
0.79,2827
0.7,2827
0.7,2827
0.7,2828
1.01,2828
0.72,2829
0.8,2829
0.59,2829
0.72,2829
0.75,2829
0.8,2829
0.71,2830
0.77,2830
0.97,2830
0.53,2830
0.53,2830
0.8,2830
0.9,2830
0.76,2831
0.72,2831
0.75,2831
0.72,2831
0.79,2831
0.72,2832
0.91,2832
0.71,2832
0.81,2832
0.82,2832
0.71,2832
0.9,2832
0.8,2833
0.56,2833
0.7,2833
0.7,2833
0.61,2833
0.85,2833
0.7,2833
0.8,2834
0.8,2834
0.51,2834
0.53,2834
0.78,2834
0.9,2834
0.9,2834
0.77,2834
0.73,2835
0.63,2835
0.7,2835
0.72,2835
0.72,2835
0.75,2835
0.82,2836
0.71,2836
0.7,2837
0.7,2837
0.71,2838
0.76,2838
0.82,2838
0.72,2838
0.7,2838
0.7,2838
0.7,2838
0.7,2838
0.7,2838
0.7,2838
0.7,2838
0.7,2838
0.74,2839
0.71,2839
0.7,2839
0.71,2839
0.71,2839
0.71,2839
0.71,2839
0.7,2839
0.73,2839
0.7,2839
0.7,2839
0.71,2839
0.71,2839
0.79,2839
0.71,2839
0.77,2840
0.75,2840
0.7,2840
0.71,2840
0.92,2840
0.83,2840
0.7,2840
0.73,2841
0.71,2841
0.73,2841
0.82,2841
0.82,2841
0.82,2841
0.52,2841
1,2841
0.95,2841
0.73,2841
0.73,2841
0.73,2841
0.8,2842
0.7,2842
0.7,2843
0.7,2843
0.71,2843
0.81,2843
0.71,2843
0.73,2843
0.73,2843
0.72,2843
0.81,2843
0.71,2843
0.73,2844
0.7,2844
1.01,2844
1.01,2844
0.79,2844
0.7,2845
0.7,2845
0.8,2845
1.27,2845
0.79,2846
0.72,2846
0.73,2846
1.01,2846
1.01,2846
0.73,2846
0.7,2846
0.7,2846
0.77,2846
0.77,2846
0.77,2846
0.84,2847
0.72,2847
0.76,2847
0.7,2848
0.54,2848
0.75,2848
0.79,2849
0.74,2849
0.7,2850
0.7,2850
0.75,2850
1.2,2850
0.8,2851
0.66,2851
0.87,2851
0.86,2851
0.74,2851
0.58,2852
0.78,2852
0.74,2852
0.73,2852
0.91,2852
0.71,2853
0.71,2853
0.79,2853
0.79,2853
0.71,2853
0.82,2853
0.78,2854
0.7,2854
1.12,2854
0.73,2854
0.91,2854
0.91,2854
0.91,2854
0.91,2854
0.7,2854
0.68,2854
0.73,2855
1.03,2855
0.74,2855
0.98,2855
1.02,2856
1,2856
1.02,2856
0.6,2856
0.8,2856
0.97,2856
1,2856
0.26,556
0.26,556
0.36,556
0.34,556
0.34,556
0.34,556
0.34,556
0.34,556
0.34,556
0.32,556
0.31,557
0.31,557
0.31,557
0.31,557
0.31,557
0.31,557
0.31,557
0.31,557
0.31,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
0.33,557
1,2856
0.77,2856
0.77,2856
0.7,2857
0.9,2857
0.72,2857
0.9,2857
0.72,2857
0.7,2858
0.81,2858
0.81,2858
0.71,2858
0.7,2858
0.71,2858
0.71,2858
0.92,2858
0.76,2858
0.73,2858
0.71,2858
0.7,2858
0.9,2858
0.71,2858
0.7,2859
0.7,2859
0.77,2859
0.71,2859
0.7,2859
0.75,2859
0.83,2859
0.71,2860
0.9,2860
0.6,2860
0.71,2860
0.53,2860
0.71,2861
0.62,2861
0.62,2861
0.9,2861
0.62,2861
0.82,2861
0.66,2861
0.7,2862
0.8,2862
0.8,2862
0.79,2862
0.71,2862
0.7,2862
0.7,2862
0.79,2862
0.7,2862
1.22,2862
1.01,2862
0.73,2862
0.91,2863
0.71,2863
0.83,2863
0.84,2863
0.71,2863
0.71,2863
0.71,2863
0.71,2863
0.71,2863
0.71,2863
0.91,2863
0.9,2863
0.71,2863
0.71,2863
0.72,2863
0.72,2863
0.71,2863
0.81,2864
0.83,2865
0.73,2865
0.56,2866
0.56,2866
0.71,2866
0.7,2866
0.96,2866
0.71,2867
0.7,2867
0.71,2867
0.8,2867
0.95,2867
0.82,2867
0.52,2867
0.82,2867
0.82,2867
0.82,2867
0.8,2867
0.96,2867
0.72,2868
0.62,2868
0.79,2868
0.75,2868
1.08,2869
0.72,2869
0.62,2869
0.73,2869
0.72,2869
0.52,2870
0.83,2870
0.64,2870
0.8,2870
0.74,2870
0.72,2870
0.82,2870
0.73,2870
1.04,2870
0.73,2871
0.73,2871
0.9,2871
0.75,2871
0.79,2871
0.7,2872
0.75,2872
1.02,2872
0.7,2872
0.7,2872
0.7,2872
0.7,2872
0.7,2872
0.7,2872
0.72,2872
0.74,2872
0.84,2872
0.76,2873
0.77,2873
0.76,2873
1,2873
1,2873
0.9,2873
0.9,2873
0.9,2873
0.9,2873
0.9,2873
0.9,2873
0.78,2874
0.71,2874
0.7,2874
0.7,2874
0.7,2874
0.7,2874
0.7,2874
0.7,2874
0.7,2874
1,2875
0.77,2875
1,2875
1,2875
1,2875
0.73,2876
0.79,2876
0.72,2877
0.71,2877
0.74,2877
0.7,2877
0.7,2877
0.79,2878
0.79,2878
0.79,2878
0.71,2878
0.79,2878
0.73,2879
0.63,2879
0.7,2879
0.71,2879
0.84,2879
0.84,2879
1.02,2879
0.72,2879
0.72,2879
0.92,2880
0.74,2880
0.7,2881
0.71,2881
1.05,2881
0.7,2882
0.54,2882
0.73,2882
0.88,2882
0.73,2882
0.72,2883
0.9,2883
0.9,2883
1.03,2884
0.84,2885
1.01,2885
0.77,2885
0.8,2885
0.9,2885
0.73,2886
0.72,2886
0.71,2887
0.7,2887
0.79,2888
0.72,2889
0.7,2889
0.7,2889
0.9,2889
0.71,2889
0.5,2889
0.5,2889
0.74,2889
0.77,2889
0.77,2889
0.8,2890
0.8,2890
0.8,2890
0.8,2890
0.66,2890
0.71,2891
0.71,2891
0.71,2891
0.71,2891
0.72,2891
0.71,2891
0.86,2892
1.19,2892
0.71,2893
0.82,2893
0.71,2893
0.75,2893
0.7,2893
0.8,2893
0.82,2893
0.82,2893
0.82,2893
0.81,2894
0.81,2894
0.76,2894
0.71,2895
0.7,2895
0.7,2895
0.74,2896
0.77,2896
0.77,2896
0.53,2896
0.79,2896
0.73,2896
0.77,2896
0.77,2896
1.01,2896
1.01,2896
0.6,2897
0.76,2897
0.54,2897
0.72,2897
0.72,2897
0.74,2897
1.12,2898
0.75,2898
0.77,2898
0.98,2898
0.79,2898
0.79,2898
0.79,2898
0.79,2898
0.79,2898
0.79,2898
0.7,2899
0.7,2900
0.72,2900
0.8,2901
0.81,2901
0.81,2901
0.74,2901
0.73,2902
0.73,2902
0.75,2902
0.71,2902
0.71,2902
0.75,2903
0.75,2903
0.72,2903
0.72,2903
0.72,2903
0.79,2904
0.79,2904
0.7,2904
0.62,2904
0.7,2905
0.7,2905
0.7,2905
0.71,2905
0.86,2905
0.53,2905
0.91,2905
0.95,2905
0.91,2905
0.74,2906
0.8,2906
0.74,2906
0.61,2907
0.61,2907
0.61,2907
0.72,2907
0.7,2907
0.71,2907
0.79,2907
0.72,2907
0.33,557
0.39,558
0.32,558
0.25,558
0.25,558
0.25,558
0.25,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.31,558
0.82,2908
0.73,2908
0.7,2909
0.7,2909
0.71,2909
0.71,2909
0.9,2909
0.71,2910
1.05,2911
0.59,2911
0.71,2911
0.77,2911
0.73,2912
0.7,2912
0.73,2912
0.8,2912
1,2912
1,2912
1,2912
0.7,2913
0.71,2913
0.71,2913
0.71,2913
0.71,2913
0.71,2913
0.71,2913
0.91,2913
0.83,2913
0.85,2913
0.8,2914
0.73,2914
0.83,2915
0.77,2915
0.8,2915
0.71,2915
0.73,2916
0.93,2917
0.74,2917
0.7,2917
0.71,2917
0.71,2918
0.8,2918
0.71,2918
0.72,2918
0.83,2918
0.72,2919
0.8,2919
0.73,2919
0.7,2919
0.73,2919
0.73,2919
0.71,2920
0.72,2920
0.71,2920
0.71,2920
0.74,2921
0.71,2921
0.71,2921
0.71,2921
0.65,2921
0.9,2921
0.71,2922
0.71,2922
0.68,2922
0.53,2922
0.77,2922
0.72,2923
0.72,2923
0.7,2923
0.75,2923
0.75,2923
0.87,2923
0.71,2923
0.77,2923
0.78,2923
0.75,2923
0.9,2923
0.7,2924
0.8,2925
0.7,2925
0.51,2925
0.71,2925
1.02,2925
1.2,2925
0.81,2926
0.81,2926
0.81,2926
0.77,2927
0.8,2927
0.9,2927
0.7,2928
0.7,2928
0.74,2929
0.8,2929
0.7,2929
0.7,2929
0.71,2930
0.7,2930
0.7,2930
0.71,2930
0.71,2930
0.71,2930
0.9,2930
0.9,2930
0.71,2930
0.7,2931
0.72,2931
0.72,2931
0.7,2932
0.7,2932
0.7,2932
0.72,2933
0.59,2933
0.73,2933
0.75,2933
0.75,2933
0.9,2934
0.71,2934
0.91,2935
1.17,2935
0.8,2935
0.7,2936
0.81,2936
0.74,2936
0.7,2936
0.82,2937
0.76,2937
0.76,2937
0.95,2937
0.71,2938
0.71,2938
0.81,2938
0.73,2939
0.73,2939
0.83,2939
0.77,2939
0.8,2939
0.73,2939
0.72,2939
0.75,2939
0.8,2939
0.81,2939
0.82,2939
0.7,2940
1.24,2940
0.7,2940
0.7,2940
0.75,2940
1,2940
0.75,2940
0.7,2940
0.79,2941
0.8,2941
0.81,2942
0.71,2942
1.03,2942
0.7,2942
0.76,2942
1.01,2942
0.73,2943
0.72,2943
0.74,2944
0.79,2944
0.57,2945
0.79,2945
0.78,2945
0.85,2945
0.71,2946
0.71,2946
0.72,2946
0.72,2946
0.77,2946
0.79,2946
0.78,2947
0.76,2947
0.92,2947
0.73,2947
0.7,2947
0.7,2947
0.74,2947
0.74,2947
0.73,2947
0.82,2947
0.9,2947
0.73,2948
0.7,2948
0.9,2948
0.9,2948
0.9,2948
0.9,2948
1,2948
0.72,2949
0.76,2949
0.77,2949
0.72,2949
0.99,2949
0.81,2950
0.71,2950
0.71,2950
0.54,2951
0.72,2951
0.81,2951
0.73,2951
0.72,2951
0.7,2952
0.7,2952
0.7,2952
0.7,2952
0.72,2952
0.72,2952
0.7,2952
0.7,2952
0.7,2952
0.74,2952
0.7,2952
0.8,2953
0.79,2953
0.75,2953
0.71,2954
0.72,2954
0.72,2954
0.72,2954
0.75,2954
0.82,2954
0.76,2954
0.89,2955
0.7,2956
0.74,2956
0.74,2956
0.95,2956
0.91,2956
0.7,2956
0.71,2956
0.7,2956
0.72,2956
0.72,2956
0.72,2958
0.79,2958
0.72,2958
0.98,2958
0.56,2959
0.7,2959
0.79,2959
0.82,2959
0.74,2959
0.71,2960
0.7,2960
0.7,2960
0.7,2960
0.76,2960
0.72,2960
0.64,2960
0.71,2960
0.74,2960
0.77,2961
0.74,2961
0.72,2961
0.73,2961
0.73,2961
0.63,2961
0.72,2961
0.76,2961
0.71,2961
0.75,2961
0.96,2961
0.63,2962
0.72,2962
0.71,2962
0.82,2962
0.71,2963
0.91,2963
0.71,2964
0.71,2964
0.71,2964
0.7,2964
0.7,2964
0.75,2964
0.9,2964
0.9,2964
0.9,2964
0.9,2964
1,2964
1.5,2964
1.05,2964
0.9,2964
0.71,2965
0.71,2965
0.71,2965
0.71,2965
0.7,2965
0.7,2965
0.73,2966
0.85,2966
0.7,2966
0.75,2966
0.82,2966
0.7,2967
0.7,2967
0.86,2967
0.79,2967
0.31,558
0.31,558
0.31,558
0.3,559
0.31,559
0.31,559
0.31,559
0.24,559
0.24,559
0.24,559
0.24,559
0.24,559
0.32,559
0.32,559
0.24,559
0.24,559
0.24,559
0.24,559
0.24,559
0.32,559
0.32,559
0.25,560
0.25,560
0.25,560
0.27,560
0.32,560
0.36,560
0.41,561
0.32,561
0.32,561
0.75,2968
0.92,2968
1.13,2968
0.71,2968
1.06,2968
0.9,2968
0.8,2969
0.52,2970
0.72,2970
0.7,2970
0.78,2970
0.78,2970
1.04,2970
0.91,2971
0.81,2972
0.76,2972
0.7,2972
0.9,2972
0.81,2972
0.9,2973
0.75,2973
0.77,2973
0.7,2973
0.81,2973
0.7,2973
0.82,2974
0.57,2974
0.9,2974
1,2974
0.71,2974
0.7,2975
0.7,2975
0.82,2975
0.8,2975
0.83,2975
0.83,2975
0.77,2975
0.79,2976
0.72,2976
0.91,2976
0.71,2977
0.81,2977
0.76,2977
0.54,2977
0.71,2978
0.7,2978
0.8,2978
0.76,2978
0.72,2979
0.7,2979
0.86,2980
0.7,2980
0.7,2980
0.64,2980
0.7,2981
0.91,2981
0.91,2981
0.9,2982
0.71,2982
0.9,2982
0.71,2982
0.71,2982
0.71,2982
0.74,2984
0.9,2984
1,2984
0.7,2985
0.75,2985
0.82,2985
0.77,2986
0.8,2986
0.82,2986
0.84,2986
0.7,2987
0.74,2987
0.77,2988
0.6,2988
1.03,2988
0.76,2988
0.72,2989
0.83,2990
0.76,2990
0.72,2990
0.57,2990
0.75,2991
0.7,2991
0.7,2992
0.75,2992
1.06,2992
0.69,2993
0.87,2993
0.75,2993
0.7,2993
0.7,2993
0.75,2993
0.72,2993
1.01,2993
0.71,2994
0.71,2994
0.81,2994
1.24,2994
0.81,2994
0.81,2994
0.73,2995
0.7,2995
0.91,2996
0.88,2996
0.77,2996
0.74,2997
0.72,2997
0.7,2998
0.72,2998
0.7,2998
1.01,2998
0.85,2998
0.7,2999
0.73,2999
1.02,2999
0.87,2999
0.71,2999
0.7,2999
0.74,2999
0.74,2999
0.7,2999
0.77,3000
0.93,3000
0.9,3001
0.9,3001
0.9,3001
0.72,3001
0.7,3001
0.7,3001
0.7,3001
0.6,3001
0.75,3002
0.83,3002
0.77,3002
0.71,3002
0.89,3002
0.72,3002
0.72,3002
0.8,3002
0.73,3002
0.76,3003
1.01,3003
0.65,3003
0.81,3004
0.81,3004
0.7,3004
0.61,3004
0.78,3004
0.72,3004
0.92,3004
0.75,3005
0.55,3005
0.8,3005
0.72,3005
0.73,3005
0.91,3006
0.91,3006
0.71,3006
0.71,3006
0.55,3006
0.71,3007
0.71,3007
0.7,3007
0.71,3007
0.71,3007
0.71,3007
0.71,3007
0.71,3007
0.76,3007
0.91,3007
0.7,3008
0.61,3008
0.7,3008
0.82,3008
0.71,3009
0.71,3009
0.71,3009
0.74,3009
0.83,3010
0.83,3010
0.8,3010
0.8,3011
0.73,3011
1,3011
1.2,3011
1.2,3011
1.2,3011
0.61,3011
0.7,3011
0.7,3011
0.7,3011
0.7,3011
0.77,3011
0.75,3011
0.75,3011
1,3011
0.78,3012
0.82,3012
0.72,3012
0.72,3012
0.72,3012
0.8,3013
0.75,3013
0.71,3013
0.71,3013
0.81,3013
0.81,3013
0.9,3013
0.78,3014
0.71,3014
0.73,3014
1.01,3014
0.9,3014
0.84,3015
0.91,3015
0.78,3015
0.81,3015
0.72,3016
0.7,3016
0.7,3016
0.9,3016
0.76,3016
0.96,3016
0.9,3016
0.7,3017
0.71,3017
1.12,3017
0.7,3017
0.5,3017
1.12,3017
0.7,3018
1.03,3018
0.7,3018
0.71,3018
0.72,3018
0.7,3018
1.02,3018
0.77,3018
0.7,3018
0.93,3019
0.78,3019
0.71,3020
0.73,3023
0.65,3023
0.85,3023
0.9,3024
0.9,3024
0.75,3024
0.9,3024
0.9,3024
0.72,3024
0.9,3024
0.72,3024
0.75,3024
0.75,3024
0.72,3024
0.75,3024
0.65,3025
0.7,3026
0.59,3026
0.71,3026
0.83,3027
1.02,3027
1,3027
1.02,3027
0.77,3027
0.7,3028
0.8,3030
0.74,3030
0.77,3031
0.72,3032
1.01,3032
1.01,3032
0.55,3032
0.71,3033
0.73,3033
0.76,3033
0.52,3033
0.7,3033
0.7,3033
0.7,3033
0.92,3033
0.91,3033
0.91,3034
0.91,3034
0.7,3034
0.72,3035
0.71,3035
0.72,3035
0.78,3035
0.71,3035
0.8,3036
0.74,3036
0.74,3036
0.61,3036
0.78,3036
0.7,3037
0.32,561
0.32,561
0.4,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.32,561
0.72,3037
0.76,3038
0.7,3038
0.73,3038
0.7,3039
0.7,3039
0.77,3040
0.92,3040
0.73,3041
0.71,3041
0.71,3041
0.81,3042
0.71,3042
0.72,3043
0.81,3043
0.81,3043
0.77,3044
0.83,3044
0.71,3045
0.71,3045
0.78,3045
0.71,3045
0.72,3045
1.14,3045
0.75,3045
0.75,3046
0.7,3046
0.79,3047
0.73,3047
0.91,3047
0.91,3047
0.93,3047
0.82,3048
0.75,3048
0.72,3048
0.72,3048
0.72,3048
0.72,3048
0.9,3048
0.72,3048
0.72,3048
0.75,3049
0.66,3049
0.83,3049
0.62,3050
0.8,3050
0.76,3050
0.76,3050
0.82,3050
0.81,3050
1.02,3051
0.66,3051
0.7,3052
0.77,3052
0.7,3052
1.03,3052
0.7,3053
0.71,3053
0.7,3053
0.71,3053
0.81,3053
0.78,3053
0.75,3053
0.79,3053
0.79,3053
0.79,3053
0.79,3053
0.7,3054
1.01,3054
1.01,3054
1.01,3054
1.01,3054
0.78,3055
0.65,3056
0.61,3056
0.78,3056
0.76,3056
0.9,3057
0.92,3057
0.57,3057
0.76,3057
0.9,3057
0.82,3057
0.91,3058
0.79,3058
0.91,3058
0.72,3059
0.81,3059
0.71,3059
1.03,3060
0.9,3060
0.74,3061
0.7,3061
0.71,3061
0.9,3061
0.71,3061
0.91,3061
0.71,3062
0.7,3062
0.72,3062
0.9,3062
0.71,3062
0.71,3062
0.93,3062
0.7,3063
0.7,3063
0.7,3063
0.71,3064
0.76,3064
0.7,3064
0.7,3064
0.8,3064
0.72,3065
0.7,3065
0.65,3065
0.85,3066
0.77,3066
0.71,3066
0.71,3066
0.8,3066
0.8,3066
0.73,3066
0.9,3067
0.78,3067
0.7,3068
0.7,3068
0.85,3070
0.8,3070
0.8,3070
0.92,3070
0.8,3071
0.82,3071
0.71,3072
0.7,3073
0.79,3073
0.7,3073
0.75,3073
0.71,3073
0.62,3073
1.03,3073
0.7,3073
0.78,3074
0.9,3074
0.77,3074
0.9,3074
0.72,3075
0.72,3075
0.71,3075
0.7,3075
0.72,3075
0.76,3075
0.76,3075
0.79,3075
0.79,3077
0.79,3077
0.73,3077
0.71,3077
0.71,3077
0.75,3078
0.72,3078
0.83,3078
0.76,3079
0.94,3079
0.91,3079
1,3080
1,3080
1,3080
1,3080
1,3080
0.82,3080
0.71,3080
0.71,3080
0.79,3081
0.75,3081
0.79,3081
0.71,3081
0.8,3082
0.91,3082
0.6,3082
0.6,3082
0.7,3082
0.91,3082
0.71,3082
0.86,3082
0.8,3082
0.8,3082
0.8,3082
0.92,3083
0.72,3083
1.01,3083
0.71,3084
0.72,3084
0.81,3084
0.53,3084
0.61,3084
0.85,3084
0.75,3084
0.9,3084
0.9,3084
0.9,3084
0.9,3084
0.9,3084
0.9,3084
0.9,3084
0.81,3084
0.81,3084
0.9,3084
1.02,3084
0.72,3084
0.75,3085
0.84,3086
0.75,3086
0.7,3087
0.7,3087
0.91,3087
0.7,3087
0.76,3087
0.74,3087
1.01,3088
1.01,3088
0.79,3089
0.77,3089
0.73,3089
0.73,3089
0.73,3089
0.73,3089
0.73,3089
0.73,3089
0.71,3090
0.58,3090
0.87,3090
0.71,3090
0.72,3091
0.92,3091
1.2,3091
0.8,3091
0.98,3091
0.7,3092
0.7,3092
0.7,3092
0.8,3093
0.7,3093
0.7,3093
0.72,3093
0.71,3095
0.7,3095
0.81,3095
0.94,3095
0.9,3095
0.71,3096
0.71,3096
0.77,3096
0.91,3096
0.81,3097
0.81,3097
0.52,3097
0.53,3097
1.29,3098
0.9,3099
0.72,3099
0.94,3099
0.93,3101
0.74,3101
0.81,3101
0.71,3101
0.72,3102
0.9,3102
0.72,3102
0.9,3102
0.83,3103
0.66,3103
0.71,3103
0.78,3103
0.81,3104
0.71,3104
0.9,3104
0.9,3104
0.9,3104
0.7,3105
0.78,3105
0.78,3105
0.9,3105
0.9,3105
0.9,3105
1.52,3105
1.52,3105
0.9,3105
0.9,3105
0.75,3105
0.7,3105
0.9,3105
0.72,3105
0.9,3105
0.9,3105
0.72,3105
0.79,3107
0.79,3107
0.7,3107
0.7,3107
0.7,3107
0.32,561
0.32,561
